"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"St. Lucia","LCA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35706.878712292","37317.1733482462","36349.9514408449","35919.5414881435","35051.5062566089","35369.6352024328","36067.8803598872","37997.640907647","36529.9454328755","35119.0906276537","34059.8000710145","34167.4382751668","35586.503404095","36742.4613562724","34792.6049518732","34998.3782229065","34039.1847864939","34485.2932735","33872.569295999","33943.2037527047","35370.0621033306","33890.3832693975","33992.3264570439","33503.5890275653","32705.3799163009","32955.6591058068","33281.8280586249","33872.5116299164","32394.7351252119","27035.7318143582","28954.484184949","32084.9190233426",
"Latin America & Caribbean","LCN","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29734.0802882069","29749.673745967","30237.0989820532","31136.3467711517","30938.7723749118","31824.294078073","32342.3913705401","32656.10638428","32437.0653356812","32939.2458005079","32255.2579552323","31801.4498276817","31763.7977761766","32409.1431249046","32737.0422911445","33461.0888499266","34516.1837813235","35068.001059719","33918.5991564812","35449.5400869165","36459.1298344057","36411.9499154199","36894.5730391866","36888.5855473466","36704.1583364747","36657.3450643677","36765.4753707551","36611.5569267554","36189.0573893863","36735.2927892386","36940.3089894679","36599.4037104629",
"Least developed countries: UN classification","LDC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4323.8175880916","4243.7063531529","4146.03539857513","4061.29447123359","4178.36659110312","4304.67326516674","4439.57634849945","4494.65281118753","4567.99356060837","4648.2286015811","4775.99174758283","4904.1054961721","5034.39111680674","5222.67702997396","5472.29977181416","5729.84258230252","6044.27165865682","6315.39559432163","6452.69510318036","6702.34676889262","6860.88185204349","6995.50145850011","7229.99531369327","7480.3554556042","7660.81928237434","7820.66091683753","7962.16651074215","8112.48899882289","8315.45336831008","8259.59623009992","8153.19441736277","8252.40979648493",
"Low income","LIC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3515.86885574469","3358.64658419562","3303.44037835797","3216.59680029143","3272.18570323202","3362.38360947691","3524.44134129421","3533.43424186777","3546.60152597267","3553.66604201303","3641.73140192606","3760.26346171469","3826.42168584088","3937.97031956676","4072.86879578306","4230.35867295393","4407.60090337795","4552.30437217543","4583.29342436052","4781.16020657457","4807.3843451431","4701.83357075057","4847.8061391519","4999.70235918786","5084.36548127426","5161.62548221229","5216.92387094043","5247.28467378812","5302.84277453314","5275.79809385054","5085.90396992183","5104.57305380748",
"Liechtenstein","LIE","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12093.7694053099","12857.1456756005","13398.6088072478","13677.0192994283","14600.6524326457","14611.1887880936","15232.0036773879","14553.2106464194","15346.8820356009","16398.7354186339","16058.4957529179","16705.7540656896","17453.9634940954","18303.3580706332","19167.8094094432","20236.131573832","21330.0820448447","22263.2487693784","23061.3828103608","24487.431219636","26359.4259185375","28479.6096731331","28973.320971876","30897.9872032641","31756.7471843724","32993.3553619751","34638.2415712703","36682.3560222875","35995.2983944407","34704.9909751622","35100.313771558","33284.7629962815",
"Lower middle income","LMC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9609.57123977534","9574.23872228421","9333.10982219191","9181.43100969431","9295.85658551031","9509.29354979773","9548.63844799901","9674.59773054768","9882.40255345202","10053.6752468042","10296.4893693041","10595.4298546487","11091.1996315853","11632.4037107492","12140.1924364855","12659.5627373715","13242.6807931648","13482.3511536209","13790.5240937609","14378.8723691083","14835.5465222655","15292.1327481417","15877.8807105201","16566.3379556663","17227.06304145","18080.6604711487","18841.7619606361","19570.5742666341","19479.4835497835","19365.9553157845","20052.1093138956","20338.4816872178",
"Low & middle income","LMY","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10755.8566338683","10623.8472014008","10699.0636859867","10735.3785868426","10933.2641635947","11270.9756557727","11569.4544966369","11584.497603644","11836.9440748935","12243.7837652181","12516.3116490097","12893.2379851364","13463.076002885","14217.0934676798","14968.6398944054","15856.3247892502","16877.0211790545","17549.6827678414","17800.4503035655","18863.0835544969","19683.531246132","20469.9163316055","21330.5528035569","22123.497321446","22865.2092354784","23727.3593330692","24698.6645256258","25621.6666486079","26041.0365846345","26360.7472913112","27372.0090712765","26974.6495094096",
"Lesotho","LSO","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3748.91634612709","3940.85411922371","4016.3777672212","4185.1958549319","4260.43060521017","4430.09644394831","4535.16979030062","4552.04173287303","4529.67170907592","4687.16615522818","4853.83773298225","4902.85276981908","5140.04670062087","5264.12786359468","5481.33109220095","5733.45749167044","5970.82895952647","6283.33397376705","6205.45648405348","6507.60380415922","6791.9638986172","7193.88268579821","7305.66068042708","7346.2335642657","7484.04569866477","7648.84068378353","7319.72822873362","7101.1401287095","6896.19316828015","6468.56999566366","6486.88804323312","6435.61588038101",
"Late-demographic dividend","LTE","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10312.7075740745","10142.8695666327","10343.2587156478","10556.5197435193","10996.8621034249","11379.2206382428","11791.4259321566","11872.5831640285","12218.1975420874","12917.3135169857","13442.0010009758","14083.5800541144","14913.5535962697","15891.3857746522","16853.5528906711","18160.1061793484","19743.0141841604","20944.0831194033","21499.3890317343","23012.3372239378","24368.3044727002","25579.315873222","26834.0352589909","27992.9046428942","29103.7128136326","30320.8833749425","31819.9900785489","33381.3841775377","34852.1320141957","36081.9928907772","37305.3362678983","36871.3242279421",
"Lithuania","LTU","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26081.5793311897","27469.141616173","29394.4215530222","31882.1765813954","31351.0427228685","34033.4530936612","37433.3530071771","38592.8353470722","41396.5795993317","45530.6942751687","48999.6170654208","52674.6830613752","57624.7917334515","60165.6219256154","55695.1533052627","60229.377018409","62723.1255001657","64019.0798366773","65404.52065415","66382.2183263043","66927.4780611649","67289.0051274257","70342.9539685536","72094.1781918289","75168.6332219502","76407.6409352899","80349.359622806","79404.0865310677",
"Luxembourg","LUX","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180461.422918154","176995.67175374","185915.88436222","193387.310739679","199877.809386276","200365.290476524","206332.615187542","217548.570820949","227138.948367788","234950.034325711","236132.955496738","238855.146806064","247195.603891738","253600.20545511","251300.291528365","261696.018805552","275389.998694819","271146.355770747","247567.043550227","251667.279378671","249696.798061051","242656.823552867","243363.780157903","240638.933356715","242333.12379004","251829.748263443","244835.850176889","240694.860762986","239600.935461313","235746.116973688","240226.710570949","238433.957504322",
"Latvia","LVA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24879.0853855918","26301.0345563177","26804.0975423733","28689.8591813011","29927.3413136332","32718.4884647121","34549.7045290303","36244.3214829516","39204.9344394908","42277.1850581204","46226.6431929695","48867.4338251752","52431.1843780805","51057.1242424496","50958.1648284391","52036.1982162772","52611.4601922312","55199.5994822134","55270.5910134893","56483.2897181641","57851.8219597238","59408.1207452048","61032.4237212356","62533.5140799783","62877.5445955982","61866.8049662908","67785.8616725013","68360.5273265502",
"Macao SAR, China","MAC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114580.140036566","125277.91666295","124841.821313792","124523.132680703","124324.342804476","119444.09760239","113133.093957643","107633.021569333","104373.663056544","108275.813017362","108387.063971208","114718.150881463","127078.508842415","149803.921763944","151118.923436122","159230.253429507","167431.262109241","163681.057987616","160712.531143527","193152.107548609","224917.010003726","239749.284100077","260402.109930135","248611.428730315","193431.081693533","191688.540152539","207766.295234194","216477.560514412","208686.904859566","97311.0577151421","115873.054868499","90688.2497117869",
"St. Martin (French part)","MAF","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16454.7239971092","15687.25581064","15131.8906193017","16378.8067173993","15057.7750752946","16528.5889440248","15863.9502731596","16604.8366826336","16497.3471828085","16436.0412182241","17142.5291245326","17421.9246964783","18188.925903009","18406.1557510142","18632.2837366731","19379.5972422286","19629.4251682152","20361.2493175562","20810.0892932025","21410.3634112946","22376.2488650534","23056.9546338394","23736.6102258194","24262.1541700746","25191.9894018741","25403.9598660118","26893.3305754037","27378.6387386694","27820.1338283172","27204.0594880399","27626.1724797582","27407.2949437617",
"Monaco","MCO","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13990.9752229025","13356.490767403","13563.8004518863","12726.0845790176","12282.7280386985","12135.3188293788","12772.4006646339","13786.6083541134","16232.515595371","18070.2886168368","19541.7782998643","21553.2483004123","22321.9436799972","24038.7601938557","23992.8783962953","26703.0558572574","27555.1535135638","28066.1677432103","29955.8404624234","29712.5141069197","29463.0195256397","30925.2442950014","33376.6618964869","35870.9275382378","39564.1759451569","38026.0168717154","42955.325949848","40499.8992201496",
"Madagascar","MDG","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3675.24419181951","3600.04743295559","3562.15210841105","3451.56252788595","3401.32560512301","3367.51817158097","3385.05346932173","3411.49330954015","3464.65697453186","3511.4729521274","3588.49657465587","3046.01487474631","3223.92091195846","3246.99205541132","3252.12329085092","3326.47141233263","3412.33304203452","3533.09486789725","3295.56347195008","3215.56147474958","3098.96497560559","3030.8114911269","3012.86367426236","3027.65354106435","3039.21796560161","3068.55405520578","3097.12590375565","3104.47901239638","3148.94709944269","2880.56730970248","2939.79235209416","2933.49988308438",
"Maldives","MDV","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38917.9923885837","39988.155084978","41271.3962039224","42236.0153359022","42680.4423826115","42124.0292299712","39447.2518643803","41310.3592871956","45941.2781639937","47546.8304343229","41292.6442563354","49779.2757407457","51184.8685953685","53685.8221439076","47511.0883920344","47105.2859259711","47557.7141649544","45404.5739109244","45509.3438359982","45710.2728351215","44064.1748798381","43732.9641590549","43380.8698499304","43902.6119098794","44236.2749713767","30949.9078422174","40428.9305006418","44961.1376477898",
"Middle East & North Africa","MEA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46174.0833710899","47457.8956205219","47161.0430587807","46517.8873064984","47497.6741690447","48106.5103921943","48087.6257301095","48892.2940079239","48964.4606253467","51285.7982533649","50787.7413890201","50772.5640868748","51478.4368666454","52702.980849534","53418.7105082244","54163.815337906","54743.062745016","55760.4944554891","54270.2023979101","55215.8013943722","56812.8692831733","57845.1852508446","57068.6733945407","57793.3600907998","58251.8840686169","59522.2350517404","60218.44650646","60528.5555567255","59877.6254724573","59529.3566409844","61007.8754628556","62902.7683160842",
"Mexico","MEX","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48028.667313317","47960.3435372163","47602.609481508","48914.4702448625","46093.0484347613","46892.8073833043","47380.1446046997","49113.3680795039","49364.4751489895","50826.6359960508","50020.2915544712","49425.255756553","48895.0435681655","49349.9709314792","48536.5532253437","49230.8003533108","49264.6139287598","49145.894023819","45987.9496237582","47453.4579775266","47963.5015490179","47999.2710406691","47631.515354114","48291.2090303381","48367.0764263849","48229.351238949","48265.1734703833","48145.2605812267","46880.9795784037","46264.8812423741","45473.1211926914","45500.1038046233",
"Marshall Islands","MHL","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11128.237823114","11001.2442067643","11086.214304814","11132.5675406424","11342.5370042452","11697.3420108073","12005.1031119129","12023.4974260619","12292.0350796171","12730.4469653801","13022.4151823786","13444.5739896352","14056.3350793635","14860.880868119","15664.0685103679","16606.5920683452","17689.9320374687","18409.4549812236","18691.9879620877","19825.7422818181","20716.6329920889","21584.4040099693","22538.6375967867","23406.4395014813","24228.258944118","25186.123030539","26266.870818786","27298.0772244832","27767.6850604336","28197.840032448","29257.0585621419","28925.0656471785",
"North Macedonia","MKD","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32463.465225133","31508.7499688347","30301.2609534747","31210.7659309541","33691.3152531506","35775.5972333967","35204.1607631319","35271.1779700329","35437.8384474654","36774.090290907","34634.5954486336","36105.8328270014","37989.919947096","39857.4575429556","41641.88746428","42652.4871693797","44111.6671549018","44800.5497297934","43013.3897918754","44505.6206852778","44363.4916359536","43994.1844219798","43229.5644650129","44075.5005903173","44831.8585987148","45050.1984463894","44295.874211741","44420.0267497262","43692.2489882059","41401.6806745865","43674.3528464986","44149.4116792981",
"Mali","MLI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3970.85448783832","3777.32961312853","3820.65539346658","3883.76670884623","3837.64041865698","4016.6613537138","4113.48549660187","4306.98793495359","4418.87279722049","4282.00751765326","4778.19665587955","4769.58663227145","5034.24870397477","4951.62890998852","5110.17941970696","5182.04377774605","5197.57619736624","5280.87320067159","5372.57151819243","5496.32281135606","5510.26090827753","5337.08107170261","5326.71554002867","5534.64835758887","5705.35318753071","5906.81506933522","6084.00149004242","6174.06964000625","6258.34144479948","6374.48322694895","6190.28127759834","6152.16368702072",
"Malta","MLT","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46329.0199994359","47750.8125106806","49151.7710802817","51291.8856209808","53941.23981983","55114.3936471332","57229.8960466951","59594.888761215","61810.4771581261","74271.353341045","72320.745544381","73206.9234545945","76046.1828703712","77181.0199196289","77802.8085331161","78739.0475660613","80355.1282345644","82035.3640788341","80845.4877888364","83419.4230049599","81251.1360359307","81306.1343532541","81561.9109690573","83621.4210667206","88153.5227682973","86522.5461482771","90702.5813659578","90618.0832798848","91452.7271605023","81586.9009750539","89053.4894117876","90720.2642140513",
"Myanmar","MMR","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1243.96067979469","1347.06394309328","1406.64447511636","1490.97316435758","1571.63141981175","1648.15638479076","1713.79767025785","1785.58139789666","1958.33439327769","2209.71979920581","2440.68911670654","2717.93470391134","3083.59276691603","3491.2819328235","3954.33244143207","4459.10378214061","4976.80585859985","5467.86367336967","6023.13981939655","6564.62263777424","6867.30633795267","7307.28562660075","7859.07548367106","8420.16083300265","8941.3719041866","9587.03575123788","10312.9387193623","10712.289189071","11598.6430972835","10611.6168990182","","",
"Middle East & North Africa (excluding high income)","MNA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30307.7412633717","30875.7582612468","30738.9149882256","30280.0253104973","30614.0077484891","31384.7821381501","31419.8778489029","32470.5538189765","34185.004458761","35584.877796567","35726.1194301386","36417.6026311759","36071.7390745076","36702.0060269601","37148.8381605096","37825.911976025","39055.5024848641","40077.6706648542","40045.5850291767","41182.9930119778","41259.4598088734","42218.8721001374","41230.1873918757","41681.2462727105","41731.3929488862","43261.805678234","44418.7677558003","44751.0104006853","44458.5816556239","44820.9425352263","45604.3758125974","46176.4051331816",
"Montenegro","MNE","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46018.2147055147","48461.0018789015","43351.1438275722","45096.6503525266","45337.1031824662","46057.064778032","47097.6530865977","49317.2079833577","51476.1179109335","51910.8340164106","51541.8878158674","53669.9006323448","51396.2205944508","52998.8255170869","54638.7572827213","51623.5733299336","53079.3868460962","50268.3778663679","50601.1348242274","51375.3532979143","52530.7379642295","53274.582166121","54041.6082363943","50953.6710050926","54969.3786407548","56390.8493017147",
"Mongolia","MNG","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13412.2047236791","11798.2908944097","11110.6129233926","11086.2026857043","11563.9698967197","11605.595023185","11838.9860512575","12011.2026779214","12138.3213501916","12004.9362218433","12072.9383029767","12368.6976361071","13045.3605693946","14097.4162851541","14824.1998578436","15789.2387000225","17123.6374400866","18539.3932489448","18091.2540939452","18848.9862290707","20941.8614399058","23144.3336993015","25770.3033183806","27279.0096107944","27667.4072711619","28932.2324081788","29471.226216211","31089.2166272077","30665.417170475","30259.8059486981","31906.8730450887","32803.1337960276",
"Northern Mariana Islands","MNP","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1037.34485668827","940.719634713192","1013.12527221976","1027.35326133511","1003.54520688378","1075.83600831593","1172.18185349781","1270.98625616627","1395.73741388807","1382.04902975919","1528.76218540859","1643.53568939517","1727.01187672473","1830.44310487532","1906.60022953997","2053.00852579069","2164.94237827558","2266.7584209285","2352.72082120248","2454.8561498221","2566.00482509039","2698.09168727506","2794.67771975643","2922.01290096474","3045.0153126453","3077.90053378674","3050.81275539419","3056.60014362785","3030.66004745615","2934.84392043943","2913.40014249543","2936.41218760812",
"Mauritania","MRT","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19931.3886085023","19404.081038233","19574.3361291731","18322.1981899699","19567.9274882734","20408.2889989558","19210.1908065581","19186.4902893","19312.696780309","18009.2310919309","17471.0177621322","17405.4156583649","18264.05215528","18782.3108628212","19994.01313836","23163.1597647225","22303.4838256058","21708.4529148773","21200.6915441827","21256.6120289623","21672.8007291132","22192.7807856065","22794.040601593","23381.7063460671","24225.930446419","24129.2363097353","25175.4063337231","25619.6238773246","25642.7575819308","25192.5934211032","24646.2648287236","25143.8101068811",
"Mauritius","MUS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22344.9970515121","23376.451345391","24152.4268385856","24658.2030829307","25348.0623131122","26363.7571805605","27412.388083296","28685.5227270758","29039.7731290026","31082.0639566086","32513.2507939595","32004.8059990937","32297.710653692","34384.2610725308","34841.5850005916","36133.4750763241","38100.6736649831","39118.2920730592","39992.8300438593","41007.2502879523","42857.3034275045","43777.6091883858","44037.1952707064","45234.0017662532","46209.552965614","47919.0243527478","49239.0529825076","51232.4686565613","51915.1393740101","45987.6032590569","46691.2350921758","50258.0728867405",
"Malawi","MWI","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2397.92133362272","2164.54234601198","2339.02556505461","2129.56138407919","2476.60182248937","2594.35249064712","2628.73218348092","2667.10978104354","2683.61108810421","2662.03284108182","2471.65148908031","2454.8281108616","2534.25350343332","2608.00081853853","2627.83971069535","2719.49204304744","2945.76360877859","3139.25622354177","3368.7936091533","3566.759283016","3707.84892035578","3718.40997731974","3852.14252896306","3995.84859549149","4033.047523036","4055.93634777727","4135.47785755067","4173.14041202529","4250.3318793826","4110.96386600249","4110.60878203236","4002.71404345721",
"Malaysia","MYS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29857.8997747881","31545.6070299817","33779.4787167343","35610.0160395946","37729.2014137067","39985.9273399838","41552.574675632","37519.8469162444","38678.7386705755","40697.1453042411","39955.7144687743","40893.1046107183","42079.6597090739","43604.7145526131","44580.0526982102","45577.8507956338","46953.282882359","48161.7975709283","45951.168080653","47886.8178644834","48035.0271099467","48655.3828699719","48641.4585103944","50065.9455951306","51470.5660045979","52957.0528447818","54832.9318511169","56047.3707479955","57098.3777425334","54076.3732356888","54622.1259051817","57806.377577409",
"North America","NAC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82991.5897205736","85150.661288706","86106.8372795513","87393.5981956862","88062.4649427976","89732.0518322916","91606.0594183699","94022.5452733239","96876.2131725891","99174.6112219191","100126.998506655","102105.722159007","104375.838872463","106888.537284399","108717.784811057","109690.228768847","110776.810698518","110937.017307551","111825.349815426","115165.793885502","116082.86920903","116857.049458915","117850.069493688","118678.247834905","119856.121212033","120006.91449552","120912.998201691","122829.935189669","123844.593983992","127009.856948109","130009.997172165","127867.776632586",
"Namibia","NAM","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25207.6331200415","26200.6054648894","25064.9694475045","24723.917024267","25685.7871624258","26578.383120715","27827.3777982444","27403.7315039116","27018.8942700094","26695.357744248","26422.0038379881","27074.8208277329","27678.5533852421","30401.1748265856","30425.7734944719","31606.2650652577","32392.0030404964","32370.2069847817","31629.2545937455","32628.591521917","32375.4824242614","32156.8916089627","31942.6816358129","33504.6728974601","35406.909257513","35990.2710713391","34678.8637207896","34130.0536744324","33323.047625474","30934.9425648263","31356.2932588762","32861.7581351691",
"New Caledonia","NCL","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2516.90056157613","2485.94304706653","2415.25385698567","2380.7383390271","2358.90863690318","2283.2107000099","2244.78593432833","2389.9902091046","2312.05261992405","2213.55605132958","2298.06154712773","2346.17054509119","2333.24955047216","2279.13948773411","2376.63778499364","2424.45312665166","2407.81156881633","2494.61633321051","2447.0104359871","2552.06965655966","2507.57743293762","2785.5849309958","2873.94353515523","3008.82603861273","3021.85048100187","3071.11901604168","3102.53335307076","3201.77635960715","3265.98804424068","3291.29702720372","3208.9040315765","3410.41839751687",
"Nigeria","NGA","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9877.54086602186","10051.956906614","9582.9435111241","9150.03814019596","8896.34060962091","9014.34573644157","9031.10716955071","9018.61332836853","8836.11274724691","9038.22834197505","9321.74342659332","10466.6559000258","10961.193374277","11673.6602523665","12119.8625404506","12529.3153109222","13016.7073154392","13545.1059596228","14258.8536777149","14999.5259895567","15373.6915071739","16283.8643093211","17697.1878765905","18168.9149873417","18023.1434594843","17131.856829717","16658.5233845599","16379.7585126414","16159.6495323016","15710.1735898095","15814.1487255551","15707.9071675993",
"Nicaragua","NIC","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11323.8528776088","11037.4577641629","10686.135456758","10696.3866498441","10960.653957203","11222.8276134535","11263.0217461498","11284.2439561152","11702.9529198155","11832.4367782729","11841.811113385","11611.9754805993","11582.6112908741","11718.695993447","11753.8812953813","11886.4989188298","12077.7826893809","12302.3051980122","11802.154508061","11930.109286963","12154.3321437237","12420.7340986324","12698.9767506859","12862.7932702033","13204.1482591565","13395.6575045143","13632.4016564475","13226.4688837108","12649.3017913118","12511.3152653898","13238.3658374303","13282.760596476",
"Netherlands","NLD","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84805.0187323632","83587.19765177","84578.5170149284","86299.7386817221","88095.8366152218","89256.3522627914","89915.7766688119","91370.6995641452","93444.2260491214","94252.9905648191","94171.9992922942","93137.0564566849","93980.3996407553","96261.1507159406","101410.25810779","103329.081380421","104240.233517449","104088.024000843","100109.656307473","102392.397703537","103807.101488442","102354.345770399","103320.942084021","105256.778240533","105934.393368281","106882.59469206","107861.980402445","107903.721629065","107682.74891335","103580.754791811","108712.291403589","109883.487167748",
"Norway","NOR","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91313.6283374639","94720.7396538024","97371.2800830081","100429.011768936","104048.605416204","105129.206245036","107323.931649551","106973.631846962","108427.744361166","111082.973338635","113074.324362054","113938.238542714","116610.514105191","120698.770578437","123492.242523969","123822.17000515","123291.881197587","120272.758273504","118745.665847847","119954.921168847","119889.504603113","120908.622676471","121307.387077902","122769.693450332","124395.99339164","125996.874057888","128810.132160561","127762.493001685","127719.442555027","126745.618076258","128154.308236888","127578.388920718",
